white_id,black_id,white_rating,black_rating,winner,moves
Player_016,Player_032,1585,1882,black,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87
Player_011,Player_042,2116,2142,white,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77
Player_031,Player_032,2179,2110,white,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89
Player_022,Player_050,1724,1873,black,c4 e5 Nc3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28
Player_045,Player_004,2310,2368,black,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19
Player_007,Player_046,2245,2039,white,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32
Player_020,Player_033,2408,2314,white,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64
Player_019,Player_025,1637,1646,black,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88
Player_016,Player_049,2307,2278,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70
Player_032,Player_016,1984,2095,black,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101
Player_003,Player_031,2187,1871,white,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98
Player_007,Player_013,2122,2154,black,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27
Player_002,Player_017,2132,2264,black,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75
Player_014,Player_010,1693,1543,white,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23
Player_010,Player_005,1284,1367,white,c4 e5 Nc3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20
Player_035,Player_034,1655,1659,white,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55
Player_024,Player_013,2054,1878,white,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58
Player_023,Player_005,1695,1777,white,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45
Player_014,Player_007,1477,1128,white,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95
Player_028,Player_032,1411,1600,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20
Player_002,Player_003,1655,1567,white,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51
Player_045,Player_014,2423,2298,white,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43
Player_014,Player_002,1446,1454,white,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82
Player_005,Player_032,1231,1279,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64
Player_010,Player_020,2316,2104,white,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76
Player_019,Player_017,1816,1630,black,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108
Player_001,Player_010,1750,1556,white,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108 move109 move110 move111 move112
Player_009,Player_043,1895,2026,black,c4 e5 Nc3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81
Player_013,Player_007,1642,1384,black,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31
Player_023,Player_031,2108,2088,white,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108 move109 move110 move111 move112
Player_016,Player_021,1971,1958,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42
Player_039,Player_021,1443,1477,white,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57
Player_033,Player_041,2306,2290,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26
Player_040,Player_011,1997,1888,black,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22
Player_013,Player_029,2370,2251,white,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46
Player_027,Player_013,1667,1624,black,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82
Player_022,Player_018,1192,1429,black,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68
Player_039,Player_019,1608,1866,black,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27
Player_048,Player_031,2405,2464,black,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54
Player_025,Player_044,1857,2051,black,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31
Player_025,Player_018,1687,1851,black,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93
Player_019,Player_013,1377,1299,white,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86
Player_003,Player_043,1757,1642,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99
Player_008,Player_038,1458,1534,black,e4 e5 Nf3 Nc6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38
Player_049,Player_008,1531,1753,black,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36
Player_049,Player_009,2098,2101,black,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82
Player_008,Player_030,1576,1552,black,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50
Player_038,Player_002,1896,1931,black,d4 d5 c4 e6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108 move109 move110 move111 move112 move113 move114
Player_031,Player_024,1437,1491,black,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86
Player_036,Player_013,2280,2213,black,Nf3 Nf6 g3 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79
Player_016,Player_046,1209,1401,black,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61
Player_046,Player_025,1751,1848,white,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77
Player_020,Player_045,1546,1328,white,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108 move109 move110 move111 move112 move113 move114 move115 move116
Player_005,Player_030,2197,2127,white,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57
Player_023,Player_034,1845,1963,black,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23
Player_035,Player_011,1583,1529,white,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88
Player_042,Player_007,1821,1599,black,d4 Nf6 c4 g6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42
Player_020,Player_033,1530,1583,black,Nf3 d5 d4 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90 move91 move92 move93 move94 move95 move96 move97 move98 move99 move100 move101 move102 move103 move104 move105 move106 move107 move108 move109 move110 move111 move112 move113
Player_045,Player_047,1768,1504,white,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43
Player_038,Player_011,2132,2406,white,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44
Player_006,Player_022,2118,2388,white,c4 e5 Nc3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72
Player_030,Player_044,2318,2452,black,e4 c5 Nf3 d6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37
Player_031,Player_023,1493,1713,black,g3 d5 Bg2 c6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33
Player_050,Player_004,1797,1501,black,c4 e5 Nc3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35
Player_023,Player_003,2209,2263,black,f4 d5 Nf3 Nf6 move4 move5 move6 move7 move8 move9 move10 move11 move12 move13 move14 move15 move16 move17 move18 move19 move20 move21 move22 move23 move24 move25 move26 move27 move28 move29 move30 move31 move32 move33 move34 move35 move36 move37 move38 move39 move40 move41 move42 move43 move44 move45 move46 move47 move48 move49 move50 move51 move52 move53 move54 move55 move56 move57 move58 move59 move60 move61 move62 move63 move64 move65 move66 move67 move68 move69 move70 move71 move72 move73 move74 move75 move76 move77 move78 move79 move80 move81 move82 move83 move84 move85 move86 move87 move88 move89 move90
